#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000382805.1	PRJNA224116	SAMEA2272693	CAUJ00000000.1	na	1297534	1303	Streptococcus oralis subsp. dentisani 7746	strain=CECT 7746		latest	Scaffold	Major	Full	2013/04/23	ASM38280v1	CSISP	GCA_000382805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/382/805/GCF_000382805.1_ASM38280v1		
GCF_000382825.1	PRJNA224116	SAMEA2272194	CAUK00000000.1	na	1297857	1303	Streptococcus oralis subsp. dentisani 7747	strain=7747		latest	Scaffold	Major	Full	2013/04/23	ASM38282v1	CSISP	GCA_000382825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/382/825/GCF_000382825.1_ASM38282v1		assembly from type material
GCF_000442155.1	PRJNA224116	SAMN02469816	ASWZ00000000.1	na	1333864	1303	Streptococcus oralis subsp. tigurinus 2425	strain=2425		latest	Contig	Major	Full	2013/07/31	2425.1	Geneva University Hospitals, Genomic Research Laboratory	GCA_000442155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/155/GCF_000442155.1_2425.1		
GCF_000442175.1	PRJNA224116	SAMN02469815	ASXA00000000.1	na	1333865	1303	Streptococcus oralis subsp. tigurinus 2426	strain=2426		latest	Contig	Major	Full	2013/07/31	2426.1	Geneva University Hospitals, Genomic Research Laboratory	GCA_000442175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/175/GCF_000442175.1_2426.1		
GCF_000722675.1	PRJNA224116	SAMN02836942	JPGA00000000.1	na	1303	1303	Streptococcus oralis	strain=SK141		latest	Contig	Major	Full	2014/07/07	ASM72267v1	Aarhus University	GCA_000722675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/675/GCF_000722675.1_ASM72267v1		
GCF_000722845.1	PRJNA224116	SAMN02836943	JPGB00000000.1	na	1303	1303	Streptococcus oralis	strain=SK143		latest	Contig	Major	Full	2014/07/07	ASM72284v1	Aarhus University	GCA_000722845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/845/GCF_000722845.1_ASM72284v1		
GCF_000959945.1	PRJNA224116	SAMN03334896	JYGM00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=COL85/1862		latest	Contig	Major	Full	2015/03/23	ASM95994v1	University at Buffalo	GCA_000959945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/945/GCF_000959945.1_ASM95994v1		
GCF_000959975.1	PRJNA224116	SAMN03334898	JYGO00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=OP51		latest	Contig	Major	Full	2015/03/23	ASM95997v1	University at Buffalo	GCA_000959975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/975/GCF_000959975.1_ASM95997v1		
GCF_000960035.1	PRJNA224116	SAMN03334901	JYGR00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=SK141		latest	Contig	Major	Full	2015/03/23	ASM96003v1	University at Buffalo	GCA_000960035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/035/GCF_000960035.1_ASM96003v1		
GCF_000960105.1	PRJNA224116	SAMN03334904	JYGU00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=UC5873		latest	Contig	Major	Full	2015/03/23	ASM96010v1	University at Buffalo	GCA_000960105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/105/GCF_000960105.1_ASM96010v1		
GCF_001069675.1	PRJNA224116	SAMN03197291	JVUD00000000.1	na	1303	1303	Streptococcus oralis	strain=1314_SORA		latest	Contig	Major	Full	2015/07/10	ASM106967v1	University of Washington	GCA_001069675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/675/GCF_001069675.1_ASM106967v1		
GCF_001070335.1	PRJNA224116	SAMN03197175	JVYP00000000.1	na	1303	1303	Streptococcus oralis	strain=1212_SMIT		latest	Contig	Major	Full	2015/07/10	ASM107033v1	University of Washington	GCA_001070335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/335/GCF_001070335.1_ASM107033v1		
GCF_001071715.1	PRJNA224116	SAMN03197394	JVQE00000000.1	na	1303	1303	Streptococcus oralis	strain=201_SPSE		latest	Scaffold	Major	Full	2015/07/10	ASM107171v1	University of Washington	GCA_001071715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/715/GCF_001071715.1_ASM107171v1		
GCF_001071755.1	PRJNA224116	SAMN03197399	JVPZ00000000.1	na	1303	1303	Streptococcus oralis	strain=206_SPSE		latest	Contig	Major	Full	2015/07/10	ASM107175v1	University of Washington	GCA_001071755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/755/GCF_001071755.1_ASM107175v1		
GCF_001072035.1	PRJNA224116	SAMN03197467	JVNJ00000000.1	na	1303	1303	Streptococcus oralis	strain=274_SPSE		latest	Contig	Major	Full	2015/07/10	ASM107203v1	University of Washington	GCA_001072035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/035/GCF_001072035.1_ASM107203v1		
GCF_001074055.1	PRJNA224116	SAMN03197932	JUVM00000000.1	na	1303	1303	Streptococcus oralis	strain=727_SORA		latest	Contig	Major	Full	2015/07/10	ASM107405v1	University of Washington	GCA_001074055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/055/GCF_001074055.1_ASM107405v1		
GCF_001074085.1	PRJNA224116	SAMN03197939	JUVF00000000.1	na	1303	1303	Streptococcus oralis	strain=734_SORA		latest	Contig	Major	Full	2015/07/10	ASM107408v1	University of Washington	GCA_001074085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/085/GCF_001074085.1_ASM107408v1		
GCF_001075675.1	PRJNA224116	SAMN03198130	JUNW00000000.1	na	1303	1303	Streptococcus oralis	strain=918_SORA		latest	Contig	Major	Full	2015/07/10	ASM107567v1	University of Washington	GCA_001075675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/675/GCF_001075675.1_ASM107567v1		
GCF_001075875.1	PRJNA224116	SAMN03198108	JUOS00000000.1	na	1303	1303	Streptococcus oralis	strain=900_SORA		latest	Contig	Major	Full	2015/07/10	ASM107587v1	University of Washington	GCA_001075875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/875/GCF_001075875.1_ASM107587v1		
GCF_001411485.1	PRJNA224116	SAMN04123206	LKPC00000000.1	na	1303	1303	Streptococcus oralis	strain=89a		latest	Scaffold	Major	Full	2015/10/22	ASM141148v1	The University of Queensland	GCA_001411485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/411/485/GCF_001411485.1_ASM141148v1		
GCF_001578705.1	PRJNA224116	SAMN04324324	LQOG00000000.1	na	1303	1303	Streptococcus oralis	strain=DD05		latest	Scaffold	Major	Full	2016/03/02	ASM157870v1	University of Kaiserslautern	GCA_001578705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/705/GCF_001578705.1_ASM157870v1		
GCF_001578935.1	PRJNA224116	SAMN04325027	LQNX00000000.1	na	1303	1303	Streptococcus oralis	strain=DD15		latest	Scaffold	Major	Full	2016/03/02	ASM157893v1	University of Kaiserslautern	GCA_001578935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/935/GCF_001578935.1_ASM157893v1		
GCF_001578945.1	PRJNA224116	SAMN04325028	LQOB00000000.1	na	1303	1303	Streptococcus oralis	strain=DD16		latest	Scaffold	Major	Full	2016/03/02	ASM157894v1	University of Kaiserslautern	GCA_001578945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/945/GCF_001578945.1_ASM157894v1		
GCF_001579025.1	PRJNA224116	SAMN04325058	LQNZ00000000.1	na	1303	1303	Streptococcus oralis	strain=DD27		latest	Scaffold	Major	Full	2016/03/02	ASM157902v1	University of Kaiserslautern	GCA_001579025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/025/GCF_001579025.1_ASM157902v1		
GCF_001579095.1	PRJNA224116	SAMN04325061	LQRP00000000.1	na	1303	1303	Streptococcus oralis	strain=DD30		latest	Scaffold	Major	Full	2016/03/02	ASM157909v1	University of Kaiserslautern	GCA_001579095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/095/GCF_001579095.1_ASM157909v1		
GCF_001579175.1	PRJNA224116	SAMN04325051	LQZB00000000.1	na	1303	1303	Streptococcus oralis	strain=DD24		latest	Scaffold	Major	Full	2016/03/02	ASM157917v1	University of Kaiserslautern	GCA_001579175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/175/GCF_001579175.1_ASM157917v1		
GCF_001579525.1	PRJNA224116	SAMN04325052	LQZC00000000.1	na	1303	1303	Streptococcus oralis	strain=DD25		latest	Scaffold	Major	Full	2016/03/17	ASM157952v1	University of Kaiserslautern	GCA_001579525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/525/GCF_001579525.1_ASM157952v1		
GCF_001579625.1	PRJNA224116	SAMN04325029	LQZE00000000.1	na	1303	1303	Streptococcus oralis	strain=DD17		latest	Scaffold	Major	Full	2016/03/18	ASM157962v1	University of Kaiserslautern	GCA_001579625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/625/GCF_001579625.1_ASM157962v1		
GCF_001588645.1	PRJNA224116	SAMN03480681	LAYF00000000.1	na	1303	1303	Streptococcus oralis	strain=JPIIBV3		latest	Contig	Major	Full	2016/03/11	ASM158864v1	University of Malaya	GCA_001588645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/645/GCF_001588645.1_ASM158864v1		
GCF_001588695.1	PRJNA224116	SAMN03480682	LAWI00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=JPIBVI		latest	Contig	Major	Full	2016/03/11	ASM158869v1	University of Malaya	GCA_001588695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/695/GCF_001588695.1_ASM158869v1		
GCF_001588825.1	PRJNA224116	SAMN03480631	LAWC00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=DGIIBVI		latest	Contig	Major	Full	2016/03/11	ASM158882v1	University of Malaya	GCA_001588825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/825/GCF_001588825.1_ASM158882v1		
GCF_001639355.1	PRJNA224116	SAMN04623586	LWCE00000000.1	na	1303	1303	Streptococcus oralis	strain=CCUG 35754		latest	Scaffold	Major	Full	2016/04/29	ASM163935v1	TAILORED-Treatment project	GCA_001639355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/355/GCF_001639355.1_ASM163935v1		
GCF_001639375.1	PRJNA224116	SAMN04625306	LWCF00000000.1	na	1303	1303	Streptococcus oralis	strain=CCUG 24891		latest	Scaffold	Major	Full	2016/04/29	ASM163937v1	TAILORED-Treatment project	GCA_001639375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/375/GCF_001639375.1_ASM163937v1		assembly from type material
GCF_001639395.1	PRJNA224116	SAMN04625404	LWCG00000000.1	na	1303	1303	Streptococcus oralis	strain=CCUG 62648		latest	Scaffold	Major	Full	2016/04/29	ASM163939v1	TAILORED-Treatment project	GCA_001639395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/395/GCF_001639395.1_ASM163939v1		
GCF_001885595.1	PRJNA224116	SAMN05371533	MBDM00000000.1	na	1303	1303	Streptococcus oralis	strain=SC15-3744		latest	Contig	Major	Full	2016/11/23	ASM188559v1	Public Health Agency of Canada	GCA_001885595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/595/GCF_001885595.1_ASM188559v1		
GCF_001983955.1	PRJNA224116	SAMN06179980		na	1303	1303	Streptococcus oralis	strain=S.MIT/ORALIS-351		latest	Complete Genome	Major	Full	2017/02/03	ASM198395v1	University of California San Francisco	GCA_001983955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/983/955/GCF_001983955.1_ASM198395v1		
GCF_002014885.1	PRJNA224116	SAMN06299363	MUXP00000000.1	na	1303	1303	Streptococcus oralis	strain=CCUG 13229		latest	Scaffold	Major	Full	2017/03/03	ASM201488v1	TAILORED-Treatment project	GCA_002014885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/014/885/GCF_002014885.1_ASM201488v1		assembly from type material
GCF_002093515.1	PRJNA224116	SAMN04283922	LNVG00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=AZ_14		latest	Contig	Major	Full	2017/04/14	ASM209351v1	Genomic Research Laboratory (GRL)	GCA_002093515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/093/515/GCF_002093515.1_ASM209351v1		
GCF_002093545.1	PRJNA224116	SAMN04283921	LNVF00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=AZ_8		latest	Contig	Major	Full	2017/04/14	ASM209354v1	Genomic Research Laboratory (GRL)	GCA_002093545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/093/545/GCF_002093545.1_ASM209354v1		
GCF_002093575.1	PRJNA224116	SAMN04283924	LNVH00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=859		latest	Contig	Major	Full	2017/04/14	ASM209357v1	Genomic Research Laboratory (GRL)	GCA_002093575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/093/575/GCF_002093575.1_ASM209357v1		
GCF_002096175.1	PRJNA224116	SAMN06705613	NCUV00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=OD_338919_11		latest	Scaffold	Major	Full	2017/04/18	ASM209617v1	Slagelse Hospital	GCA_002096175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/175/GCF_002096175.1_ASM209617v1		
GCF_002096195.1	PRJNA224116	SAMN06705615	NCUT00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=B_007274_11		latest	Scaffold	Major	Full	2017/04/18	ASM209619v1	Slagelse Hospital	GCA_002096195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/195/GCF_002096195.1_ASM209619v1		
GCF_002096205.1	PRJNA224116	SAMN06705614	NCUU00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=RH_5486_10		latest	Scaffold	Major	Full	2017/04/18	ASM209620v1	Slagelse Hospital	GCA_002096205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/205/GCF_002096205.1_ASM209620v1		
GCF_002096215.1	PRJNA224116	SAMN06705632	NCUC00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=OD_348934_12		latest	Scaffold	Major	Full	2017/04/18	ASM209621v1	Slagelse Hospital	GCA_002096215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/215/GCF_002096215.1_ASM209621v1		
GCF_002096255.1	PRJNA224116	SAMN06705634	NCUA00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=RH_49702_11		latest	Contig	Major	Full	2017/04/18	ASM209625v1	Slagelse Hospital	GCA_002096255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/255/GCF_002096255.1_ASM209625v1		
GCF_002096275.1	PRJNA224116	SAMN06705628	NCUG00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=OD_314165_09		latest	Contig	Major	Full	2017/04/18	ASM209627v1	Slagelse Hospital	GCA_002096275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/275/GCF_002096275.1_ASM209627v1		
GCF_002096285.1	PRJNA224116	SAMN06705631	NCUD00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=OD_339823_10		latest	Scaffold	Major	Full	2017/04/18	ASM209628v1	Slagelse Hospital	GCA_002096285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/285/GCF_002096285.1_ASM209628v1		
GCF_002096295.1	PRJNA224116	SAMN06705633	NCUB00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=RH_48720_11		latest	Scaffold	Major	Full	2017/04/18	ASM209629v1	Slagelse Hospital	GCA_002096295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/295/GCF_002096295.1_ASM209629v1		
GCF_002096335.1	PRJNA224116	SAMN06705612	NCUW00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=Y_5914_11		latest	Scaffold	Major	Full	2017/04/18	ASM209633v1	Slagelse Hospital	GCA_002096335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/335/GCF_002096335.1_ASM209633v1		
GCF_002096355.1	PRJNA224116	SAMN06705629	NCUF00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=OD_326128_08		latest	Contig	Major	Full	2017/04/18	ASM209635v1	Slagelse Hospital	GCA_002096355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/355/GCF_002096355.1_ASM209635v1		
GCF_002096365.1	PRJNA224116	SAMN06705630	NCUE00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=B_003802_10		latest	Contig	Major	Full	2017/04/18	ASM209636v1	Slagelse Hospital	GCA_002096365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/365/GCF_002096365.1_ASM209636v1		
GCF_002096375.1	PRJNA224116	SAMN06705625	NCUJ00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=RH_8610_08		latest	Contig	Major	Full	2017/04/18	ASM209637v1	Slagelse Hospital	GCA_002096375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/375/GCF_002096375.1_ASM209637v1		
GCF_002096415.1	PRJNA224116	SAMN06705627	NCUH00000000.1	na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=OD_311286_11		latest	Scaffold	Major	Full	2017/04/18	ASM209641v1	Slagelse Hospital	GCA_002096415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/415/GCF_002096415.1_ASM209641v1		
GCF_002096435.1	PRJNA224116	SAMN06705626	NCUI00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=Y_11577_11		latest	Scaffold	Major	Full	2017/04/18	ASM209643v1	Slagelse Hospital	GCA_002096435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/435/GCF_002096435.1_ASM209643v1		
GCF_002096445.1	PRJNA224116	SAMN06705624	NCUK00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=RH_57980_07		latest	Contig	Major	Full	2017/04/18	ASM209644v1	Slagelse Hospital	GCA_002096445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/445/GCF_002096445.1_ASM209644v1		
GCF_002096455.1	PRJNA224116	SAMN06705623	NCUL00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=RH_50443_09		latest	Scaffold	Major	Full	2017/04/18	ASM209645v1	Slagelse Hospital	GCA_002096455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/455/GCF_002096455.1_ASM209645v1		
GCF_002096495.1	PRJNA224116	SAMN06705620	NCUO00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=OD_336064_07		latest	Contig	Major	Full	2017/04/18	ASM209649v1	Slagelse Hospital	GCA_002096495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/495/GCF_002096495.1_ASM209649v1		
GCF_002096515.1	PRJNA224116	SAMN06705619	NCUP00000000.1	representative genome	1891914	1303	Streptococcus oralis subsp. oralis	strain=OD_332610_07		latest	Contig	Major	Full	2017/04/18	ASM209651v1	Slagelse Hospital	GCA_002096515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/515/GCF_002096515.1_ASM209651v1		
GCF_002096525.1	PRJNA224116	SAMN06705622	NCUM00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=RH_34706_11		latest	Contig	Major	Full	2017/04/18	ASM209652v1	Slagelse Hospital	GCA_002096525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/525/GCF_002096525.1_ASM209652v1		
GCF_002096535.1	PRJNA224116	SAMN06705621	NCUN00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=RH_1735_08		latest	Contig	Major	Full	2017/04/18	ASM209653v1	Slagelse Hospital	GCA_002096535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/535/GCF_002096535.1_ASM209653v1		
GCF_002096575.1	PRJNA224116	SAMN06705618	NCUQ00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=OD_321121_09		latest	Contig	Major	Full	2017/04/18	ASM209657v1	Slagelse Hospital	GCA_002096575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/575/GCF_002096575.1_ASM209657v1		
GCF_002096595.1	PRJNA224116	SAMN06705617	NCUR00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=OD_311844-09		latest	Scaffold	Major	Full	2017/04/18	ASM209659v1	Slagelse Hospital	GCA_002096595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/595/GCF_002096595.1_ASM209659v1		
GCF_002096605.1	PRJNA224116	SAMN06705616	NCUS00000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=B_19836_11		latest	Contig	Major	Full	2017/04/18	ASM209660v1	Slagelse Hospital	GCA_002096605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/605/GCF_002096605.1_ASM209660v1		
GCF_002096615.1	PRJNA224116	SAMN06705611	NCUX00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=RH_9883_08		latest	Scaffold	Major	Full	2017/04/18	ASM209661v1	Slagelse Hospital	GCA_002096615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/615/GCF_002096615.1_ASM209661v1		
GCF_002096655.1	PRJNA224116	SAMN06705610	NCUY00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=RH_70047_11		latest	Contig	Major	Full	2017/04/18	ASM209665v1	Slagelse Hospital	GCA_002096655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/655/GCF_002096655.1_ASM209665v1		
