#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000430345.1	PRJNA224116	SAMN02470843	ATAA00000000.1	na	1340485	28037	Streptococcus mitis 18/56	strain=18/56		latest	Contig	Major	Full	2013/07/16	Smit.str18/56_v1.0	Research Institute of Physical-Chemical Medicine, Moscow, Russia	GCA_000430345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/345/GCF_000430345.1_Smit.str18_56_v1.0		
GCF_000506725.1	PRJNA224116	SAMN02470846	AYRR00000000.1	na	1415765	28037	Streptococcus mitis 21/39	strain=21/39		latest	Contig	Major	Full	2013/12/11	Sm.str21/39_v1.0	Research Institute of Physical-Chemical Medicine, Moscow, Russia	GCA_000506725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/506/725/GCF_000506725.1_Sm.str21_39_v1.0		
GCF_000506765.1	PRJNA224116	SAMN02470839	AYRS00000000.1	na	1415766	28037	Streptococcus mitis 27/7	strain=27/7		latest	Contig	Major	Full	2013/12/11	Sm.str27/7_v1.0	Research Institute of Physical-Chemical Medicine, Moscow, Russia	GCA_000506765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/506/765/GCF_000506765.1_Sm.str27_7_v1.0		
GCF_000722685.1	PRJNA224116	SAMN02836937	JPFV00000000.1	na	28037	28037	Streptococcus mitis	strain=SK667		latest	Contig	Major	Full	2014/07/07	ASM72268v1	Aarhus University	GCA_000722685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/685/GCF_000722685.1_ASM72268v1		
GCF_000722695.1	PRJNA224116	SAMN02836936	JPFU00000000.1	na	28037	28037	Streptococcus mitis	strain=SK629		latest	Contig	Major	Full	2014/07/07	ASM72269v1	Aarhus University	GCA_000722695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/695/GCF_000722695.1_ASM72269v1		
GCF_000722705.1	PRJNA224116	SAMN02836938	JPFW00000000.1	na	28037	28037	Streptococcus mitis	strain=SK642		latest	Contig	Major	Full	2014/07/07	ASM72270v1	Aarhus University	GCA_000722705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/705/GCF_000722705.1_ASM72270v1		
GCF_000722755.1	PRJNA224116	SAMN02836940	JPFY00000000.1	na	28037	28037	Streptococcus mitis	strain=SK578		latest	Contig	Major	Full	2014/07/07	ASM72275v1	Aarhus University	GCA_000722755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/755/GCF_000722755.1_ASM72275v1		
GCF_000722765.2	PRJNA224116	SAMN02836939		na	28037	28037	Streptococcus mitis	strain=SK637		latest	Complete Genome	Major	Full	2019/04/11	ASM72276v2	Aarhus University	GCA_000722765.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/765/GCF_000722765.2_ASM72276v2		
GCF_000722775.1	PRJNA224116	SAMN02836941	JPFZ00000000.1	na	28037	28037	Streptococcus mitis	strain=SK608		latest	Contig	Major	Full	2014/07/07	ASM72277v1	Aarhus University	GCA_000722775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/775/GCF_000722775.1_ASM72277v1		
GCF_000722815.1	PRJNA224116	SAMN02836935	JPFT00000000.1	na	28037	28037	Streptococcus mitis	strain=SK1126		latest	Contig	Major	Full	2014/07/07	ASM72281v1	Aarhus University	GCA_000722815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/815/GCF_000722815.1_ASM72281v1		
GCF_000722835.1	PRJNA224116	SAMN02836934	JPFS00000000.1	na	28037	28037	Streptococcus mitis	strain=SK137		latest	Contig	Major	Full	2014/07/07	ASM72283v1	Aarhus University	GCA_000722835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/835/GCF_000722835.1_ASM72283v1		
GCF_000724165.1	PRJNA224116	SAMN02698681	JPGW00000000.1	na	28037	28037	Streptococcus mitis	strain=SK271		latest	Contig	Major	Full	2014/07/08	ASM72416v1	Aarhus University	GCA_000724165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/165/GCF_000724165.1_ASM72416v1		
GCF_000960005.1	PRJNA224116	SAMN03334899	JYGP00000000.1	na	28037	28037	Streptococcus mitis	strain=OT25		latest	Contig	Major	Full	2015/03/23	ASM96000v1	University at Buffalo	GCA_000960005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/005/GCF_000960005.1_ASM96000v1		
GCF_000960025.1	PRJNA224116	SAMN03334900	JYGQ00000000.1	na	28037	28037	Streptococcus mitis	strain=SK137		latest	Contig	Major	Full	2015/03/23	ASM96002v1	University at Buffalo	GCA_000960025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/025/GCF_000960025.1_ASM96002v1		
GCF_000960065.1	PRJNA224116	SAMN03334902	JYGS00000000.1	na	28037	28037	Streptococcus mitis	strain=SK145		latest	Contig	Major	Full	2015/03/23	ASM96006v1	University at Buffalo	GCA_000960065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/065/GCF_000960065.1_ASM96006v1		
GCF_001070035.1	PRJNA224116	SAMN03197008	JWFA00000000.1	na	28037	28037	Streptococcus mitis	strain=1042_SPSE		latest	Contig	Major	Full	2015/07/10	ASM107003v1	University of Washington	GCA_001070035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/035/GCF_001070035.1_ASM107003v1		
GCF_001070205.1	PRJNA224116	SAMN03197065	JWCV00000000.1	na	28037	28037	Streptococcus mitis	strain=1111_SMIT		latest	Contig	Major	Full	2015/07/10	ASM107020v1	University of Washington	GCA_001070205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/205/GCF_001070205.1_ASM107020v1		
GCF_001070375.1	PRJNA224116	SAMN03197181	JVYJ00000000.1	na	28037	28037	Streptococcus mitis	strain=1217_SPSE		latest	Contig	Major	Full	2015/07/10	ASM107037v1	University of Washington	GCA_001070375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/375/GCF_001070375.1_ASM107037v1		
GCF_001070705.1	PRJNA224116	SAMN03197359	JVRN00000000.1	na	28037	28037	Streptococcus mitis	strain=168_SPSE		latest	Contig	Major	Full	2015/07/10	ASM107070v1	University of Washington	GCA_001070705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/705/GCF_001070705.1_ASM107070v1		
GCF_001070985.1	PRJNA224116	SAMN03197571	JVJJ00000000.1	na	28037	28037	Streptococcus mitis	strain=38_SPSE		latest	Contig	Major	Full	2015/07/10	ASM107098v1	University of Washington	GCA_001070985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/985/GCF_001070985.1_ASM107098v1		
GCF_001074635.1	PRJNA224116	SAMN03198060	JUQO00000000.1	na	28037	28037	Streptococcus mitis	strain=850_SMIT		latest	Contig	Major	Full	2015/07/10	ASM107463v1	University of Washington	GCA_001074635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/635/GCF_001074635.1_ASM107463v1		
GCF_001281025.1	PRJNA224116	SAMN03263069		na	28037	28037	Streptococcus mitis	strain=KCOM 1350 (= ChDC B183)		latest	Complete Genome	Major	Full	2015/09/11	ASM128102v1	Chosun University	GCA_001281025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/025/GCF_001281025.1_ASM128102v1		
GCF_001546795.1	PRJNA224116	SAMN03956209	LRQR00000000.1	na	28037	28037	Streptococcus mitis	strain=CMW7705B		latest	Scaffold	Major	Full	2016/02/02	ASM154679v1	The Genome Institute at Washington University	GCA_001546795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/546/795/GCF_001546795.1_ASM154679v1		
GCF_001560895.1	PRJNA224116	SAMN04461788		na	28037	28037	Streptococcus mitis	strain=SVGS_061		latest	Complete Genome	Major	Full	2016/02/12	ASM156089v1	MD Anderson	GCA_001560895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/895/GCF_001560895.1_ASM156089v1		
GCF_001579035.1	PRJNA224116	SAMN04325055	LQOD00000000.1	na	28037	28037	Streptococcus mitis	strain=DD26		latest	Scaffold	Major	Full	2016/03/02	ASM157903v1	University of Kaiserslautern	GCA_001579035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/035/GCF_001579035.1_ASM157903v1		
GCF_001579045.1	PRJNA224116	SAMN04325060	LQOA00000000.1	na	28037	28037	Streptococcus mitis	strain=DD28		latest	Scaffold	Major	Full	2016/03/02	ASM157904v1	University of Kaiserslautern	GCA_001579045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/045/GCF_001579045.1_ASM157904v1		
GCF_001588605.1	PRJNA224116	SAMN04432976	LROV00000000.1	na	28037	28037	Streptococcus mitis	strain=M3-4		latest	Contig	Major	Full	2016/03/11	ASM158860v1	University of Kaiserslautern	GCA_001588605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/605/GCF_001588605.1_ASM158860v1		
GCF_002005545.1	PRJNA224116	SAMN03219950	LBMT00000000.1	na	28037	28037	Streptococcus mitis	strain=321A		latest	Scaffold	Major	Full	2017/02/22	ASM200554v1	Xinqiao Hospital of Third military medical university	GCA_002005545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/545/GCF_002005545.1_ASM200554v1		
GCF_002014755.1	PRJNA224116	SAMN06286552	MUYN00000000.1	na	28037	28037	Streptococcus mitis	strain=CCUG 31611		latest	Scaffold	Major	Full	2017/03/03	ASM201475v1	TAILORED-Treatment project	GCA_002014755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/014/755/GCF_002014755.1_ASM201475v1		assembly designated as neotype
GCF_002014795.1	PRJNA224116	SAMN06286559	MUYO00000000.1	representative genome	28037	28037	Streptococcus mitis	strain=CCUG 63687		latest	Scaffold	Major	Full	2017/03/03	ASM201479v1	TAILORED-Treatment project	GCA_002014795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/014/795/GCF_002014795.1_ASM201479v1		
GCF_002014875.1	PRJNA224116	SAMN06302341	MUXS00000000.1	na	28037	28037	Streptococcus mitis	strain=CCUG 61082		latest	Scaffold	Major	Full	2017/03/03	ASM201487v1	TAILORED-Treatment project	GCA_002014875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/014/875/GCF_002014875.1_ASM201487v1		
GCF_002096735.1	PRJNA224116	SAMN06705606	NCVC00000000.1	na	28037	28037	Streptococcus mitis	strain=RH_8961_10		latest	Scaffold	Major	Full	2017/04/18	ASM209673v1	Slagelse Hospital	GCA_002096735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/735/GCF_002096735.1_ASM209673v1		
GCF_002096755.1	PRJNA224116	SAMN06705603	NCVF00000000.1	na	28037	28037	Streptococcus mitis	strain=RH_50275_09		latest	Scaffold	Major	Full	2017/04/18	ASM209675v1	Slagelse Hospital	GCA_002096755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/755/GCF_002096755.1_ASM209675v1		
GCF_002096765.1	PRJNA224116	SAMN06705605	NCVD00000000.1	na	28037	28037	Streptococcus mitis	strain=RH_777_07		latest	Scaffold	Major	Full	2017/04/18	ASM209676v1	Slagelse Hospital	GCA_002096765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/765/GCF_002096765.1_ASM209676v1		
GCF_002096775.1	PRJNA224116	SAMN06705604	NCVE00000000.1	na	28037	28037	Streptococcus mitis	strain=RH_50738_11		latest	Contig	Major	Full	2017/04/18	ASM209677v1	Slagelse Hospital	GCA_002096775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/775/GCF_002096775.1_ASM209677v1		
GCF_002096815.1	PRJNA224116	SAMN06705599	NCVJ00000000.1	na	28037	28037	Streptococcus mitis	strain=RH_12363_08		latest	Scaffold	Major	Full	2017/04/18	ASM209681v1	Slagelse Hospital	GCA_002096815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/815/GCF_002096815.1_ASM209681v1		
GCF_002096835.1	PRJNA224116	SAMN06705602	NCVG00000000.1	na	28037	28037	Streptococcus mitis	strain=RH_43861_09		latest	Scaffold	Major	Full	2017/04/18	ASM209683v1	Slagelse Hospital	GCA_002096835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/835/GCF_002096835.1_ASM209683v1		
GCF_002096845.1	PRJNA224116	SAMN06705598	NCVK00000000.1	na	28037	28037	Streptococcus mitis	strain=OD_317805_11		latest	Scaffold	Major	Full	2017/04/18	ASM209684v1	Slagelse Hospital	GCA_002096845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/845/GCF_002096845.1_ASM209684v1		
GCF_002096855.1	PRJNA224116	SAMN06705601	NCVH00000000.1	na	28037	28037	Streptococcus mitis	strain=RH_17439_08		latest	Scaffold	Major	Full	2017/04/18	ASM209685v1	Slagelse Hospital	GCA_002096855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/855/GCF_002096855.1_ASM209685v1		
GCF_002096895.1	PRJNA224116	SAMN06705600	NCVI00000000.1	na	28037	28037	Streptococcus mitis	strain=RH_17024_08		latest	Contig	Major	Full	2017/04/18	ASM209689v1	Slagelse Hospital	GCA_002096895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/895/GCF_002096895.1_ASM209689v1		
GCF_002096915.1	PRJNA224116	SAMN06705597	NCVL00000000.1	na	28037	28037	Streptococcus mitis	strain=OD_310347_11		latest	Scaffold	Major	Full	2017/04/18	ASM209691v1	Slagelse Hospital	GCA_002096915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/915/GCF_002096915.1_ASM209691v1		
GCF_002096925.1	PRJNA224116	SAMN06705595	NCVN00000000.1	na	28037	28037	Streptococcus mitis	strain=B_009152_10		latest	Contig	Major	Full	2017/04/18	ASM209692v1	Slagelse Hospital	GCA_002096925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/925/GCF_002096925.1_ASM209692v1		
GCF_002096935.1	PRJNA224116	SAMN06705596	NCVM00000000.1	na	28037	28037	Streptococcus mitis	strain=B_5756_13		latest	Scaffold	Major	Full	2017/04/18	ASM209693v1	Slagelse Hospital	GCA_002096935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/935/GCF_002096935.1_ASM209693v1		
GCF_002860825.1	PRJNA224116	SAMN08193729	PKID00000000.1	na	28037	28037	Streptococcus mitis	strain=UMB0079		latest	Contig	Major	Full	2017/12/28	ASM286082v1	Loyola University Chicago	GCA_002860825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/825/GCF_002860825.1_ASM286082v1		
GCF_002860865.1	PRJNA224116	SAMN08193728	PKIE00000000.1	na	28037	28037	Streptococcus mitis	strain=UMB1341		latest	Scaffold	Major	Full	2017/12/28	ASM286086v1	Loyola University Chicago	GCA_002860865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/865/GCF_002860865.1_ASM286086v1		
GCF_003942575.1	PRJNA224116	SAMN09631757	RJNH00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC15		latest	Contig	Major	Full	2018/12/12	ASM394257v1	Clemson University	GCA_003942575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/575/GCF_003942575.1_ASM394257v1		
GCF_003942665.1	PRJNA224116	SAMN09631748	RJNQ00000000.1	na	28037	28037	Streptococcus mitis	strain=BCA16		latest	Contig	Major	Full	2018/12/12	ASM394266v1	Clemson University	GCA_003942665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/665/GCF_003942665.1_ASM394266v1		
GCF_003942685.1	PRJNA224116	SAMN09631747	RJNR00000000.1	na	28037	28037	Streptococcus mitis	strain=BCA12		latest	Contig	Major	Full	2018/12/12	ASM394268v1	Clemson University	GCA_003942685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/685/GCF_003942685.1_ASM394268v1		
GCF_003942695.1	PRJNA224116	SAMN09631744	RJNU00000000.1	na	28037	28037	Streptococcus mitis	strain=KLC11		latest	Contig	Major	Full	2018/12/12	ASM394269v1	Clemson University	GCA_003942695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/695/GCF_003942695.1_ASM394269v1		
GCF_003942715.1	PRJNA224116	SAMN09631743	RJNV00000000.1	na	28037	28037	Streptococcus mitis	strain=KLC07		latest	Contig	Major	Full	2018/12/12	ASM394271v1	Clemson University	GCA_003942715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/715/GCF_003942715.1_ASM394271v1		
GCF_003942765.1	PRJNA224116	SAMN09631741	RJNW00000000.1	na	28037	28037	Streptococcus mitis	strain=KLC01		latest	Contig	Major	Full	2018/12/12	ASM394276v1	Clemson University	GCA_003942765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/765/GCF_003942765.1_ASM394276v1		
GCF_003942775.1	PRJNA224116	SAMN09631740	RJNX00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC65		latest	Contig	Major	Full	2018/12/12	ASM394277v1	Clemson University	GCA_003942775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/775/GCF_003942775.1_ASM394277v1		
GCF_003942795.1	PRJNA224116	SAMN09631739	RJNY00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC60		latest	Contig	Major	Full	2018/12/12	ASM394279v1	Clemson University	GCA_003942795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/795/GCF_003942795.1_ASM394279v1		
GCF_003942865.1	PRJNA224116	SAMN09631737	RJNZ00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC55		latest	Contig	Major	Full	2018/12/12	ASM394286v1	Clemson University	GCA_003942865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/865/GCF_003942865.1_ASM394286v1		
GCF_003942885.1	PRJNA224116	SAMN09631733	RJOC00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC44		latest	Contig	Major	Full	2018/12/12	ASM394288v1	Clemson University	GCA_003942885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/885/GCF_003942885.1_ASM394288v1		
GCF_003942915.1	PRJNA224116	SAMN09631732	RJOD00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC40		latest	Contig	Major	Full	2018/12/12	ASM394291v1	Clemson University	GCA_003942915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/915/GCF_003942915.1_ASM394291v1		
GCF_003942945.1	PRJNA224116	SAMN09631731	RJOE00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC36		latest	Contig	Major	Full	2018/12/12	ASM394294v1	Clemson University	GCA_003942945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/945/GCF_003942945.1_ASM394294v1		
GCF_003942965.1	PRJNA224116	SAMN09631729	RJOG00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC07		latest	Contig	Major	Full	2018/12/12	ASM394296v1	Clemson University	GCA_003942965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/965/GCF_003942965.1_ASM394296v1		
GCF_003942995.1	PRJNA224116	SAMN09631728	RJOH00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC06		latest	Contig	Major	Full	2018/12/12	ASM394299v1	Clemson University	GCA_003942995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/995/GCF_003942995.1_ASM394299v1		
GCF_003943555.1	PRJNA224116	SAMN09631681	RJPV00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC30		latest	Contig	Major	Full	2018/12/12	ASM394355v1	Clemson University	GCA_003943555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/555/GCF_003943555.1_ASM394355v1		
GCF_003943575.1	PRJNA224116	SAMN09631680	RJPW00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC22		latest	Contig	Major	Full	2018/12/12	ASM394357v1	Clemson University	GCA_003943575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/575/GCF_003943575.1_ASM394357v1		
GCF_003943605.1	PRJNA224116	SAMN09631678	RJPY00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC08		latest	Contig	Major	Full	2018/12/12	ASM394360v1	Clemson University	GCA_003943605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/605/GCF_003943605.1_ASM394360v1		
GCF_003943905.1	PRJNA224116	SAMN09631746	RJNS00000000.1	na	28037	28037	Streptococcus mitis	strain=BCA11		latest	Contig	Major	Full	2018/12/12	ASM394390v1	Clemson University	GCA_003943905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/905/GCF_003943905.1_ASM394390v1		
