#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000302495.1	PRJNA224116	SAMN02470825	AMSO00000000.1	na	749219	480	Moraxella catarrhalis RH4	strain=RH4		latest	Contig	Major	Full	2012/10/02	RH4.0	Radboud University Medical Center	GCA_000302495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/495/GCF_000302495.1_RH4.0		
GCF_000740455.1	PRJNA224116	SAMN02870719		na	480	480	Moraxella catarrhalis	strain=25240		latest	Complete Genome	Major	Full	2014/08/15	ASM74045v1	Los Alamos National Laboratory	GCA_000740455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/455/GCF_000740455.1_ASM74045v1		
GCF_000766665.1	PRJNA224116	SAMN02595593		na	480	480	Moraxella catarrhalis	strain=ATCC 25239		latest	Complete Genome	Major	Full	2014/10/14	ASM76666v1	Griffith University	GCA_000766665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/766/665/GCF_000766665.1_ASM76666v1		
GCF_001062815.1	PRJNA224116	SAMN03197348	JVRY00000000.1	na	480	480	Moraxella catarrhalis	strain=157.rep2_MCAT		latest	Scaffold	Major	Full	2015/07/10	ASM106281v1	University of Washington	GCA_001062815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/062/815/GCF_001062815.1_ASM106281v1		
GCF_001062845.1	PRJNA224116	SAMN03197347	JVRZ00000000.1	na	480	480	Moraxella catarrhalis	strain=157.rep1_MCAT		latest	Scaffold	Major	Full	2015/07/10	ASM106284v1	University of Washington	GCA_001062845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/062/845/GCF_001062845.1_ASM106284v1		
GCF_001063475.1	PRJNA224116	SAMN03197681	JVFD00000000.1	na	480	480	Moraxella catarrhalis	strain=489_MCAT		latest	Scaffold	Major	Full	2015/07/10	ASM106347v1	University of Washington	GCA_001063475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/063/475/GCF_001063475.1_ASM106347v1		
GCF_001064655.1	PRJNA224116	SAMN03197530	JVKY00000000.1	na	480	480	Moraxella catarrhalis	strain=339_MCAT		latest	Scaffold	Major	Full	2015/07/10	ASM106465v1	University of Washington	GCA_001064655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/064/655/GCF_001064655.1_ASM106465v1		
GCF_001064665.1	PRJNA224116	SAMN03197532	JVKW00000000.1	na	480	480	Moraxella catarrhalis	strain=340_MCAT		latest	Scaffold	Major	Full	2015/07/10	ASM106466v1	University of Washington	GCA_001064665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/064/665/GCF_001064665.1_ASM106466v1		
GCF_001065625.1	PRJNA224116	SAMN03197812	JVAC00000000.1	na	480	480	Moraxella catarrhalis	strain=611_MCAT		latest	Scaffold	Major	Full	2015/07/10	ASM106562v1	University of Washington	GCA_001065625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/065/625/GCF_001065625.1_ASM106562v1		
GCF_001065675.1	PRJNA224116	SAMN03197814	JVAA00000000.1	na	480	480	Moraxella catarrhalis	strain=613_MCAT		latest	Scaffold	Major	Full	2015/07/10	ASM106567v1	University of Washington	GCA_001065675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/065/675/GCF_001065675.1_ASM106567v1		
GCF_001632285.1	PRJNA224116	SAMN04606841	LWAH00000000.1	na	480	480	Moraxella catarrhalis	strain=CCUG 353		latest	Scaffold	Major	Full	2016/04/26	ASM163228v1	TAILORED-Treatment project	GCA_001632285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/285/GCF_001632285.1_ASM163228v1		assembly from type material
GCF_001656095.1	PRJNA224116	SAMN04122790	LXHT00000000.1	na	480	480	Moraxella catarrhalis	strain=F18		latest	Contig	Major	Full	2016/06/03	ASM165609v1	Drexel University College of Medicine	GCA_001656095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/095/GCF_001656095.1_ASM165609v1		
GCF_001656105.1	PRJNA224116	SAMN04122791	LXHS00000000.1	na	480	480	Moraxella catarrhalis	strain=F20		latest	Contig	Major	Full	2016/06/03	ASM165610v1	Drexel University College of Medicine	GCA_001656105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/105/GCF_001656105.1_ASM165610v1		
GCF_001656115.1	PRJNA224116	SAMN04122787	LXHW00000000.1	na	480	480	Moraxella catarrhalis	strain=A9		latest	Contig	Major	Full	2016/06/03	ASM165611v1	Drexel University College of Medicine	GCA_001656115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/115/GCF_001656115.1_ASM165611v1		
GCF_001656125.1	PRJNA224116	SAMN04122793	LXHQ00000000.1	na	480	480	Moraxella catarrhalis	strain=F23		latest	Contig	Major	Full	2016/06/03	ASM165612v1	Drexel University College of Medicine	GCA_001656125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/125/GCF_001656125.1_ASM165612v1		
GCF_001656175.1	PRJNA224116	SAMN04122801	LXHJ00000000.1	na	480	480	Moraxella catarrhalis	strain=N6		latest	Contig	Major	Full	2016/06/03	ASM165617v1	Drexel University College of Medicine	GCA_001656175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/175/GCF_001656175.1_ASM165617v1		
GCF_001656195.1	PRJNA224116	SAMN04122795	LXHP00000000.1	na	480	480	Moraxella catarrhalis	strain=F24		latest	Contig	Major	Full	2016/06/03	ASM165619v1	Drexel University College of Medicine	GCA_001656195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/195/GCF_001656195.1_ASM165619v1		
GCF_001656205.1	PRJNA224116	SAMN04122799	LXHL00000000.1	na	480	480	Moraxella catarrhalis	strain=N19		latest	Contig	Major	Full	2016/06/03	ASM165620v1	Drexel University College of Medicine	GCA_001656205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/205/GCF_001656205.1_ASM165620v1		
GCF_001656215.1	PRJNA224116	SAMN04122802	LXHI00000000.1	na	480	480	Moraxella catarrhalis	strain=R4		latest	Contig	Major	Full	2016/06/03	ASM165621v1	Drexel University College of Medicine	GCA_001656215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/215/GCF_001656215.1_ASM165621v1		
GCF_001656255.1	PRJNA224116	SAMN04122845	LXHH00000000.1	na	480	480	Moraxella catarrhalis	strain=Z18		latest	Contig	Major	Full	2016/06/03	ASM165625v1	Drexel University College of Medicine	GCA_001656255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/255/GCF_001656255.1_ASM165625v1		
GCF_001656275.1	PRJNA224116	SAMN04122860	LXHG00000000.1	na	480	480	Moraxella catarrhalis	strain=MX1		latest	Contig	Major	Full	2016/06/03	ASM165627v1	Drexel University College of Medicine	GCA_001656275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/275/GCF_001656275.1_ASM165627v1		
GCF_001656285.1	PRJNA224116	SAMN04122862	LXHF00000000.1	na	480	480	Moraxella catarrhalis	strain=S11		latest	Contig	Major	Full	2016/06/03	ASM165628v1	Drexel University College of Medicine	GCA_001656285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/285/GCF_001656285.1_ASM165628v1		
GCF_001656295.1	PRJNA224116	SAMN04122865	LXHE00000000.1	na	480	480	Moraxella catarrhalis	strain=Z7574		latest	Contig	Major	Full	2016/06/03	ASM165629v1	Drexel University College of Medicine	GCA_001656295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/295/GCF_001656295.1_ASM165629v1		
GCF_001656335.1	PRJNA224116	SAMN04122866	LXHD00000000.1	na	480	480	Moraxella catarrhalis	strain=Z7547		latest	Contig	Major	Full	2016/06/03	ASM165633v1	Drexel University College of Medicine	GCA_001656335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/335/GCF_001656335.1_ASM165633v1		
GCF_001656355.1	PRJNA224116	SAMN04122867	LXHC00000000.1	na	480	480	Moraxella catarrhalis	strain=Z7542		latest	Contig	Major	Full	2016/06/03	ASM165635v1	Drexel University College of Medicine	GCA_001656355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/355/GCF_001656355.1_ASM165635v1		
GCF_001656375.1	PRJNA224116	SAMN04122868	LXHB00000000.1	na	480	480	Moraxella catarrhalis	strain=Z7546		latest	Contig	Major	Full	2016/06/03	ASM165637v1	Drexel University College of Medicine	GCA_001656375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/375/GCF_001656375.1_ASM165637v1		
GCF_001656385.1	PRJNA224116	SAMN04122788	LXHV00000000.1	na	480	480	Moraxella catarrhalis	strain=C031		latest	Contig	Major	Full	2016/06/03	ASM165638v1	Drexel University College of Medicine	GCA_001656385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/385/GCF_001656385.1_ASM165638v1		
GCF_001656415.1	PRJNA224116	SAMN04122789	LXHU00000000.1	na	480	480	Moraxella catarrhalis	strain=C10		latest	Contig	Major	Full	2016/06/03	ASM165641v1	Drexel University College of Medicine	GCA_001656415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/415/GCF_001656415.1_ASM165641v1		
GCF_001656425.1	PRJNA224116	SAMN04122792	LXHR00000000.1	na	480	480	Moraxella catarrhalis	strain=F21		latest	Contig	Major	Full	2016/06/03	ASM165642v1	Drexel University College of Medicine	GCA_001656425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/425/GCF_001656425.1_ASM165642v1		
GCF_001656455.1	PRJNA224116	SAMN04122797	LXHN00000000.1	na	480	480	Moraxella catarrhalis	strain=N12		latest	Contig	Major	Full	2016/06/03	ASM165645v1	Drexel University College of Medicine	GCA_001656455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/455/GCF_001656455.1_ASM165645v1		
GCF_001656475.1	PRJNA224116	SAMN04122796	LXHO00000000.1	na	480	480	Moraxella catarrhalis	strain=N1		latest	Contig	Major	Full	2016/06/03	ASM165647v1	Drexel University College of Medicine	GCA_001656475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/475/GCF_001656475.1_ASM165647v1		
GCF_001656495.1	PRJNA224116	SAMN04122798	LXHM00000000.1	na	480	480	Moraxella catarrhalis	strain=N15		latest	Contig	Major	Full	2016/06/03	ASM165649v1	Drexel University College of Medicine	GCA_001656495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/495/GCF_001656495.1_ASM165649v1		
GCF_001656505.1	PRJNA224116	SAMN04122800	LXHK00000000.1	na	480	480	Moraxella catarrhalis	strain=N4		latest	Contig	Major	Full	2016/06/03	ASM165650v1	Drexel University College of Medicine	GCA_001656505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/505/GCF_001656505.1_ASM165650v1		
GCF_001679075.1	PRJNA224116	SAMN05213996	LZDK00000000.1	na	480	480	Moraxella catarrhalis	strain=CCUG 58286		latest	Scaffold	Major	Full	2016/07/05	ASM167907v1	TAILORED-Treatment project	GCA_001679075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/075/GCF_001679075.1_ASM167907v1		
GCF_001679105.1	PRJNA224116	SAMN05213945	LZDJ00000000.1	na	480	480	Moraxella catarrhalis	strain=CCUG 18283		latest	Scaffold	Major	Full	2016/07/05	ASM167910v1	TAILORED-Treatment project	GCA_001679105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/105/GCF_001679105.1_ASM167910v1		
GCF_001679345.1	PRJNA224116	SAMN05219449	LZYD00000000.1	na	480	480	Moraxella catarrhalis	strain=CCUG 57283		latest	Scaffold	Major	Full	2016/07/05	ASM167934v1	TAILORED-Treatment project	GCA_001679345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/345/GCF_001679345.1_ASM167934v1		
GCF_001997265.1	PRJNA224116	SAMN05721781	MTGF00000000.1	na	480	480	Moraxella catarrhalis	strain=CDPH_C53		latest	Contig	Major	Full	2017/02/13	ASM199726v1	California Department of Public Health	GCA_001997265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/265/GCF_001997265.1_ASM199726v1		
GCF_002073215.2	PRJNA224116	SAMN04875550		na	480	480	Moraxella catarrhalis	strain=FDAARGOS_213		latest	Complete Genome	Major	Full	2018/02/23	ASM207321v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002073215.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/215/GCF_002073215.2_ASM207321v2		
GCF_002080125.1	PRJNA224116	SAMN05949222		na	480	480	Moraxella catarrhalis	strain=CCRI-195ME		latest	Complete Genome	Major	Full	2017/04/05	ASM208012v1	Griffith University	GCA_002080125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/125/GCF_002080125.1_ASM208012v1		
GCF_002984125.1	PRJNA224116	SAMN06173317		na	480	480	Moraxella catarrhalis	strain=FDAARGOS_304		latest	Complete Genome	Major	Full	2018/03/09	ASM298412v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002984125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/984/125/GCF_002984125.1_ASM298412v1		
GCF_003443915.1	PRJNA224116	SAMN03281022		na	480	480	Moraxella catarrhalis	strain=MC1		latest	Chromosome	Major	Full	2018/09/04	ASM344391v1	Wroclaw University	GCA_003443915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/915/GCF_003443915.1_ASM344391v1		
GCF_003443935.1	PRJNA224116	SAMN03281025		na	480	480	Moraxella catarrhalis	strain=MC5		latest	Chromosome	Major	Full	2018/09/04	ASM344393v1	Wroclaw University	GCA_003443935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/935/GCF_003443935.1_ASM344393v1		
GCF_003443955.1	PRJNA224116	SAMN03281026		na	480	480	Moraxella catarrhalis	strain=MC6		latest	Chromosome	Major	Full	2018/09/04	ASM344395v1	Wroclaw University	GCA_003443955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/955/GCF_003443955.1_ASM344395v1		
GCF_003443975.1	PRJNA224116	SAMN03281027		na	480	480	Moraxella catarrhalis	strain=MC8		latest	Chromosome	Major	Full	2018/09/04	ASM344397v1	Wroclaw University	GCA_003443975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/975/GCF_003443975.1_ASM344397v1		
GCF_003625535.1	PRJNA224116	SAMN09947558	QZGK00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M127		latest	Contig	Major	Full	2018/10/06	ASM362553v1	University of Leicester	GCA_003625535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/535/GCF_003625535.1_ASM362553v1		
GCF_003625545.1	PRJNA224116	SAMN09947555	QZGN00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M118		latest	Contig	Major	Full	2018/10/06	ASM362554v1	University of Leicester	GCA_003625545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/545/GCF_003625545.1_ASM362554v1		
GCF_003625555.1	PRJNA224116	SAMN09947556	QZGM00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M121		latest	Contig	Major	Full	2018/10/06	ASM362555v1	University of Leicester	GCA_003625555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/555/GCF_003625555.1_ASM362555v1		
GCF_003625595.1	PRJNA224116	SAMN09947552	QZGQ00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M133		latest	Contig	Major	Full	2018/10/06	ASM362559v1	University of Leicester	GCA_003625595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/595/GCF_003625595.1_ASM362559v1		
GCF_003625605.1	PRJNA224116	SAMN09947548	QZGU00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M100		latest	Contig	Major	Full	2018/10/06	ASM362560v1	University of Leicester	GCA_003625605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/605/GCF_003625605.1_ASM362560v1		
GCF_003625615.1	PRJNA224116	SAMN09947547	QZGV00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M97		latest	Contig	Major	Full	2018/10/06	ASM362561v1	University of Leicester	GCA_003625615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/615/GCF_003625615.1_ASM362561v1		
GCF_003625655.1	PRJNA224116	SAMN09947537	QZHF00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M64		latest	Contig	Major	Full	2018/10/06	ASM362565v1	University of Leicester	GCA_003625655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/655/GCF_003625655.1_ASM362565v1		
GCF_003625665.1	PRJNA224116	SAMN09947539	QZHD00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M70		latest	Contig	Major	Full	2018/10/06	ASM362566v1	University of Leicester	GCA_003625665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/665/GCF_003625665.1_ASM362566v1		
GCF_003625675.1	PRJNA224116	SAMN09947524	QZHS00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M34		latest	Contig	Major	Full	2018/10/06	ASM362567v1	University of Leicester	GCA_003625675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/675/GCF_003625675.1_ASM362567v1		
GCF_003625715.1	PRJNA224116	SAMN09947523	QZHT00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M29		latest	Contig	Major	Full	2018/10/06	ASM362571v1	University of Leicester	GCA_003625715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/715/GCF_003625715.1_ASM362571v1		
GCF_003625725.1	PRJNA224116	SAMN09947522	QZHU00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M28		latest	Contig	Major	Full	2018/10/06	ASM362572v1	University of Leicester	GCA_003625725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/725/GCF_003625725.1_ASM362572v1		
GCF_003625735.1	PRJNA224116	SAMN09947521	QZHV00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M22		latest	Contig	Major	Full	2018/10/06	ASM362573v1	University of Leicester	GCA_003625735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/735/GCF_003625735.1_ASM362573v1		
GCF_003625775.1	PRJNA224116	SAMN09947520	QZHW00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M19		latest	Contig	Major	Full	2018/10/06	ASM362577v1	University of Leicester	GCA_003625775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/775/GCF_003625775.1_ASM362577v1		
GCF_003625785.1	PRJNA224116	SAMN09947519	QZHX00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M16		latest	Contig	Major	Full	2018/10/06	ASM362578v1	University of Leicester	GCA_003625785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/785/GCF_003625785.1_ASM362578v1		
GCF_003625805.1	PRJNA224116	SAMN09947518	QZHY00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M10		latest	Contig	Major	Full	2018/10/06	ASM362580v1	University of Leicester	GCA_003625805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/805/GCF_003625805.1_ASM362580v1		
GCF_003625835.1	PRJNA224116	SAMN09947517	QZHZ00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M8		latest	Contig	Major	Full	2018/10/06	ASM362583v1	University of Leicester	GCA_003625835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/835/GCF_003625835.1_ASM362583v1		
GCF_003625855.1	PRJNA224116	SAMN09947515	QZIB00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M4		latest	Contig	Major	Full	2018/10/06	ASM362585v1	University of Leicester	GCA_003625855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/855/GCF_003625855.1_ASM362585v1		
GCF_003625865.1	PRJNA224116	SAMN09947516	QZIA00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M7		latest	Contig	Major	Full	2018/10/06	ASM362586v1	University of Leicester	GCA_003625865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/865/GCF_003625865.1_ASM362586v1		
GCF_003625895.1	PRJNA224116	SAMN09947514	QZIC00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M1		latest	Contig	Major	Full	2018/10/06	ASM362589v1	University of Leicester	GCA_003625895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/895/GCF_003625895.1_ASM362589v1		
GCF_003625915.1	PRJNA224116	SAMN09947561	QZGH00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M142		latest	Contig	Major	Full	2018/10/06	ASM362591v1	University of Leicester	GCA_003625915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/915/GCF_003625915.1_ASM362591v1		
GCF_003625925.1	PRJNA224116	SAMN09947560	QZGI00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M139		latest	Contig	Major	Full	2018/10/06	ASM362592v1	University of Leicester	GCA_003625925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/925/GCF_003625925.1_ASM362592v1		
GCF_003625935.1	PRJNA224116	SAMN09947559	QZGJ00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M130		latest	Contig	Major	Full	2018/10/06	ASM362593v1	University of Leicester	GCA_003625935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/935/GCF_003625935.1_ASM362593v1		
GCF_003625975.1	PRJNA224116	SAMN09947557	QZGL00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M124		latest	Contig	Major	Full	2018/10/06	ASM362597v1	University of Leicester	GCA_003625975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/975/GCF_003625975.1_ASM362597v1		
GCF_003625985.1	PRJNA224116	SAMN09947554	QZGO00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M115		latest	Contig	Major	Full	2018/10/06	ASM362598v1	University of Leicester	GCA_003625985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/625/985/GCF_003625985.1_ASM362598v1		
GCF_003626005.1	PRJNA224116	SAMN09947553	QZGP00000000.1	na	480	480	Moraxella catarrhalis	strain=COPD_M112		latest	Contig	Major	Full	2018/10/06	ASM362600v1	University of Leicester	GCA_003626005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/626/005/GCF_003626005.1_ASM362600v1		
